original_title,release_year,director,production_companies,genres,budget (millions),revenue (millions),profit (millions),roi,popularity,vote_average,vote_count
Gekijouban Trigun: Badlands Rumble,2010,Satoshi Nishimura,FUNimation Entertainment|Madhouse,Action|Comedy|Animation,0.0,0.0,0.0,,0.23,7.7,15
Winnebago Man,2010,Ben Steinbauer,Field Guide Media,Comedy|Documentary,0.0,0.18,0.18,,0.23,6.0,13
ExTerminators,2010,John Inwood,UTV Motion Pictures|Michaelson Films,Comedy|Drama,0.0,0.0,0.0,,0.34,5.2,17
NEDs,2010,Peter Mullan,StudioUrania,Drama,0.0,0.0,0.0,,0.22,6.5,24
Les MisÃ©rables in Concert - The 25th Anniversary,2010,Nick Morris,Unknown,History|Music,0.0,0.0,0.0,,0.22,7.7,13
Life Cycles,2010,Derek Frankowski,Unknown,Documentary,0.0,0.0,0.0,,0.22,8.8,27
"Montevideo, Bog te video!",2010,Dragan BjelogrliÄ‡,Intermedia Network,Adventure|Drama|History|Romance,0.0,0.0,0.0,,0.22,7.3,11
The Four-Faced Liar,2010,Jacob Chase,OneZero Productions|Cinescape Productions|6140 Productions|Brillhart / Gonzales Productions,Comedy|Drama|Romance,2.0,0.0,-2.0,-1.0,0.22,5.2,10
I'm Still Here,2010,Casey Affleck,They Are Going To Kill Us Productions,Music|Comedy|Drama,0.0,0.0,0.0,,0.22,6.2,49
An Invisible Sign,2010,Marilyn Agrelo,Silverwood Films|iDeal Partners Film Fund|J2 Pictures,Family|Drama|Romance|Comedy,0.0,0.0,0.0,,0.22,4.9,26
Father of Invention,2010,Trent Cooper,Horizon Pictures|K. JAM Media|Bridgegate FIlms|Pangea Media Group,Comedy|Drama,0.0,0.0,0.0,,0.22,4.9,23
Waste Land,2010,Lucy Walker,O2 Filmes|Almega Projects,Documentary|Foreign,1.5,0.19,-1.31,-0.87,0.22,7.8,23
WikiRebels: The Documentary,2010,Bosse Lindquist,Unknown,Documentary,0.0,0.0,0.0,,0.22,7.0,12
The Extra Man,2010,Shari Springer Berman|Robert Pulcini,Wild Bunch|Likely Story|Tax Credit Finance|3 Arts Entertainment,Comedy,7.0,0.45,-6.55,-0.94,0.21,5.9,18
Cheerleader Camp,2010,Mark Quod,Unknown,Comedy|Drama,0.0,0.0,0.0,,0.21,2.7,11
The Final,2010,Joey Stewart,Agora Entertainment,Drama|Horror|Thriller,0.0,0.0,0.0,,0.21,6.2,37
Mega Shark vs. Crocosaurus,2010,Christopher Ray,The Asylum,Action|Horror|Science Fiction,0.0,0.0,0.0,,0.21,2.4,15
Submarino,2010,Thomas Vinterberg,Nimbus Film Productions,Drama|Foreign,0.0,0.0,0.0,,0.2,7.0,25
Riverworld,2010,Stuart Gillard,Reunion Pictures,Drama|Science Fiction|Thriller,0.0,0.0,0.0,,0.21,3.7,10
The Romantics,2010,Galt Niederhoffer,10th Hole Productions|Benaroya Pictures|Four of a Kind Productions,Comedy|Drama|Romance,4.5,0.12,-4.38,-0.97,0.39,4.8,46
Nine Dead,2010,Chris Shadley,Hartbreak Films,Crime|Drama|Horror|Thriller,2.0,0.0,-2.0,-1.0,0.21,5.2,43
Wonders of the Solar System,2010,Michael Lachmann|Paul Olding,British Broadcasting Corporation (BBC),Documentary,0.0,0.0,0.0,,0.21,5.1,10
Robot Chicken: Star Wars Episode III,2010,Chris McKay,Unknown,Comedy|Science Fiction,0.0,0.0,0.0,,0.24,6.2,16
Repeaters,2010,Carl Bessai,Rampart Films|Raven West Films Ltd.|Resonance Film & Video,Science Fiction|Thriller|Drama,0.0,0.0,0.0,,0.21,5.2,26
Captifs,2010,Yann Gozlan,BAC Films,Horror|Thriller,0.0,0.0,0.0,,0.2,5.5,16
Arctic Blast,2010,Brian Trenchard-Smith,F G Film Productions|Premiere Bobine|Screen Tasmania,Science Fiction,5.0,0.0,-5.0,-1.0,0.2,4.4,24
Scooby-Doo! Camp Scare,2010,Ethan Spaulding,Warner Home Video,Animation|Comedy|Family,0.0,0.0,0.0,,0.2,6.9,11
Hunt to Kill,2010,Keoni Waxman,"NGN Productions|Nasser Group, North",Action|Adventure|Thriller,2.3,0.0,-2.3,-1.0,0.2,5.1,18
Bal,2010,Semih KaplanoÄŸlu,Filmstiftung Nordrhein-Westfalen|Eurimages|MEDIA Programme of the European Union|ZDF/Arte|Heimatfilm,Drama,0.0,0.0,0.0,,0.29,5.8,15
For Colored Girls,2010,Tyler Perry,Lions Gate Films,Drama,0.0,37.0,37.0,,0.2,7.3,14
The Cutting Edge: Fire & Ice,2010,Stephen Herek,MGM Television,Drama|Romance,0.0,0.0,0.0,,0.2,5.4,14
Territories,2010,Olivier Abbou,Capture The Flag Films|Noodles Production|Les Films Esplanade|Les Films du Territoire,Thriller|Horror,0.0,0.0,0.0,,0.2,5.9,13
Slow Torture Puke Chamber,2010,Lucifer Valentine,Unknown,Horror,0.0,0.0,0.0,,0.19,2.4,11
Oranges and Sunshine,2010,Jim Loach,Sixteen Films|See Saw Films,Drama,0.0,0.0,0.0,,0.19,6.0,15
Waiting for 'Superman',2010,Davis Guggenheim,Paramount Pictures,Documentary,0.0,0.0,0.0,,0.18,6.9,26
The Trip,2010,Michael Winterbottom,Revolution Films|British Broadcasting Corporation (BBC),Comedy|Drama,0.0,0.95,0.95,,0.18,7.1,61
The Presence,2010,Tom Provost,Flatland Pictures|Saturn Harvest Films|Khartoum,Drama|Horror|Thriller,0.0,0.0,0.0,,0.22,4.3,13
Balada triste de trompeta,2010,Ãlex de la Iglesia,Unknown,Drama|Action|Thriller|Foreign,7.0,3.22,-3.78,-0.54,0.18,6.2,44
Comme les 5 doigts de la main,2010,Alexandre Arcady,Alexandre Films|New Light Films,Crime,0.0,0.0,0.0,,0.18,5.8,21
The Shrine,2010,Jon Knautz,Brookstreet Pictures|Wesley Clover Media,Horror,0.0,0.0,0.0,,0.18,5.5,24
Zwart Water,2010,Elbert van Strien,Unknown,Horror,0.0,0.0,0.0,,0.18,5.8,10
F,2010,Johannes Roberts,Gatlin Pictures|Black Robe|Capital Markets Film Finance,Horror|Thriller,1.3,0.0,-1.3,-1.0,0.26,5.5,12
Primal,2010,Josh Reed,Unknown,Horror|Thriller|Foreign,0.0,0.0,0.0,,0.18,5.0,10
Elena Undone,2010,Nicole Conn,Unknown,Drama|Romance,0.0,0.0,0.0,,0.18,6.8,20
Temple Grandin,2010,Mick Jackson,Ruby Films|HBO Films,Drama,0.0,0.0,0.0,,0.18,7.5,48
Peep World,2010,Barry W. Blaustein,Unknown,Comedy,0.0,0.01,0.01,,0.17,4.9,10
Sharktopus,2010,Declan O'Brien,Unknown,Horror|Comedy|Science Fiction|Thriller,0.0,0.0,0.0,,0.17,4.8,23
Tick Tock Tale,2010,Dean Wellins,Walt Disney,Animation,0.0,0.0,0.0,,0.17,8.3,13
Five Minarets in New York,2010,Mahsun KÄ±rmÄ±zÄ±gÃ¼l,Unknown,Drama,12.0,0.0,-12.0,-1.0,0.17,6.6,18
è‰‹èˆº,2010,Doze Niu Cheng-Tse,Unknown,Thriller,0.0,0.0,0.0,,0.17,6.6,13
Meek's Cutoff,2010,Kelly Reichardt,Film Science|Evenstar Films,Drama|Western,0.0,0.88,0.88,,0.17,6.3,39
Ceremony,2010,Max Winkler,NALA Films,Comedy|Romance,0.0,0.02,0.02,,0.17,5.7,10
à¸ªà¸´à¹ˆà¸‡à¹€à¸¥à¹‡à¸à¹€à¸¥à¹‡à¸à¸—à¸µà¹ˆà¹€à¸£à¸µà¸¢à¸à¸§à¹ˆà¸²...à¸£à¸±à¸,2010,Puttipong Pormsaka Na-Sakonnakorn|Wasin Pokpong,Sahamongkol Film International Co. Ltd.|Workpoint Entertainment,Comedy|Romance,0.0,0.0,0.0,,0.17,7.6,27
Shank,2010,Mo Ali,Gunslinger|Gateway Films,Action|Drama|Thriller,0.0,0.0,0.0,,0.17,5.2,16
Astral City: A Spiritual Journey,2010,Wagner de Assis,CinÃ©tica Filmes e ProduÃ§Ãµes,Drama,0.0,0.0,0.0,,0.16,6.5,12
Made in Dagenham,2010,Nigel Cole,BBC Films|HanWay Films|UK Film Council|Audley Films LLP|Lipsync Productions,Comedy|Drama|History,7.2,0.0,-7.2,-1.0,0.53,6.7,52
The Dead,2010,Howard J. Ford|Jonathan Ford,Indelible Productions,Horror|Action|Thriller|Science Fiction,0.0,0.0,0.0,,0.16,5.3,31
Mega Piranha,2010,Eric Forsberg,The Global Asylum,Action|Adventure|Horror|Science Fiction,0.0,0.0,0.0,,0.16,2.8,26
Prep & Landing Stocking Stuffer: Operation: Secret Santa,2010,Kevin Deters|Stevie Wermers,Unknown,Animation|Family,0.0,0.0,0.0,,0.16,6.7,13
Twelve,2010,Joel Schumacher,Gaumont|Original Media|Artina Films|Radar Pictures|Hannover House,Thriller|Drama|Action|Crime,0.0,0.0,0.0,,0.13,5.9,56
Mortal Kombat: Rebirth,2010,Kevin Tancharoen,Unknown,Action,0.0,0.0,0.0,,0.16,7.2,20
Dante's Inferno: An Animated Epic,2010,ShukÅ Murase|Mike Disa|Victor Cook|Kim Sang-Jin|Jong-Sik Nam|Lee Seung-Gyu|Shuko Murase,Dong Woo Animation,Action|Adventure|Animation|Fantasy|Horror,0.0,0.0,0.0,,0.16,6.0,40
DMT: The Spirit Molecule,2010,Mitch Schultz,Unknown,Documentary,0.0,0.0,0.0,,0.15,6.2,12
Chain Letter,2010,Deon Taylor,Tiger Tail Entertainment|Deon Taylor Enterprises,Horror|Thriller,0.0,0.0,0.0,,0.15,3.8,15
Essential Killing,2010,Jerzy Skolimowski,Skopia Film|Mythberg Films|Cylinder Production,Thriller|War,3.167,0.0,-3.167,-1.0,0.15,5.7,17
Is It Just Me?,2010,J.C. Calciano,TLA Releasing|Cinema 175|Whitestone Acquisitions,Drama|Comedy|Romance,0.0,0.0,0.0,,0.15,6.3,11
Rush: Beyond the Lighted Stage,2010,Sam Dunn|Scot McFadyen,Unknown,Documentary|Music,0.0,0.0,0.0,,0.15,8.4,14
The Perfect Host,2010,Nick Tomnay,Splendid Film,Comedy|Thriller|Crime,0.0,0.01,0.01,,0.14,5.8,47
Triple Dog,2010,Pascal Franchot ,Unknown,Drama|Thriller,0.0,0.0,0.0,,0.14,6.1,20
Legendary,2010,Mel Damski,Samuel Goldwyn Films|WWE Studios,Drama,0.0,0.0,0.0,,0.14,6.6,12
Why Did I Get Married Too?,2010,Tyler Perry,Lions Gate Films|The Tyler Perry Company,Comedy|Romance,20.0,60.07,40.07,2.0,0.14,6.0,21
The Boy Who Cried Werewolf,2010,Eric Bross,Unknown,Family|Fantasy|Horror|TV Movie,0.0,0.0,0.0,,0.25,5.7,31
180Â° South,2010,Chris Malloy,Unknown,Comedy|Documentary|Drama,0.0,0.0,0.0,,0.01,6.0,12
The Frankenstein Syndrome,2010,Sean Tretta,Ominous Productions|NWR Film Productions,Horror|Science Fiction,0.0,0.0,0.0,,0.14,4.8,12
Toast,2010,S.J. Clarkson,Unknown,Drama|Comedy|History|Family,0.0,0.0,0.0,,0.13,6.1,44
Resident Evil: Afterlife,2010,Paul W.S. Anderson,Impact Pictures|Davis-Films|Constantin Film Produktion,Action|Adventure|Horror|Science Fiction,60.0,296.22,236.22000000000003,3.94,0.13,5.8,882
Growth,2010,Gabriel Cowan,New Artists Alliance,Horror|Science Fiction|Thriller,0.3,0.0,-0.3,-1.0,0.13,4.9,11
ProtÃ©ger et servir,2010,Eric Lavaine,M6 Films|Same Player|PathÃ©|Scope Pictures|Weber Investissements,Comedy,0.0,0.0,0.0,,0.13,5.0,11
Revenge of the Bridesmaids,2010,James Hayman,Unknown,Comedy|Romance,0.0,0.0,0.0,,0.13,5.9,48
High School,2010,John Stalberg,Donau Filmproduktion,Comedy,0.0,0.0,0.0,,0.13,5.0,26
Beyond the Black Rainbow,2010,Panos Cosmatos,Chromewood Productions,Fantasy|Science Fiction|Horror,1.1,0.0,-1.1,-1.0,0.19,5.3,30
American Grindhouse,2010,Elijah Drenner,Lux Digital Pictures|End Films,Documentary|History,0.0,0.0,0.0,,0.12,6.0,10
Peacock,2010,Michael Lander,Lionsgate,Mystery|Thriller,0.0,0.0,0.0,,0.12,6.2,22
BÃ©bÃ©s,2010,Thomas BalmÃ¨s,Studio Canal,Documentary,0.0,0.0,0.0,,0.21,7.2,36
A Little Help,2010,Michael J. Weithorn,Secret Handshake Entertainment,Comedy|Drama|Romance,0.0,0.0,0.0,,0.07,5.2,13
Letters to God,2010,David Nixon|Patrick Doughtie,Mercy Creek Entretainment,Action|Drama|Family|Thriller,0.0,0.0,0.0,,0.11,6.7,24
Alien vs. Ninja,2010,Seiji Chiba,Nikkatsu|North CKY,Horror|Action|Thriller|Science Fiction,0.0,0.0,0.0,,0.11,3.5,17
Cosa voglio di piÃ¹,2010,Silvio Soldini,Unknown,Drama|Romance|Foreign|Comedy,0.0,0.0,0.0,,0.31,4.9,13
Devil's Playground,2010,Mark McQueen,Intandem Films|HMR Films|Black & Blue Films,Horror|Action,2.4,0.0,-2.4,-1.0,0.14,4.8,13
Chico & Rita,2010,Tono Errando|Javier Mariscal|Fernando Trueba,Isle of Man Film|HanWay Films|Magic Light Pictures|CinemaNX|TelevisiÃ³ de Catalunya TV3,Animation|Music|Romance,0.0,0.0,0.0,,0.1,6.4,31
Parked,2010,Darragh Byrne,BÃ³rd ScannÃ¡n na hÃ‰ireann|Helsinki Filmi Oy|Ripple World Pictures|Radio TelefÃ­s Ã‰ireann (RTÃ‰)|Suomen ElokuvasÃ¤Ã¤tiÃ¶,Drama,0.0,0.0,0.0,,0.18,5.6,10
Vanishing on 7th Street,2010,Brad Anderson,Plum Pictures|Herrick Entertainment|Mandalay Vision|Circle of Confusion|Forest Park Pictures,Drama|Horror|Thriller,10.0,1.07,-8.93,-0.89,0.28,4.8,83
Te presento a Laura,2010,Fez Ortega,Unknown,Romance|Comedy|Drama,0.0,0.0,0.0,,0.1,6.6,11
Li Xiao Long,2010,Manfred Wong|Raymond Yip Wai-Man,Media Asia Films,Drama,0.0,0.0,0.0,,0.1,6.5,10
Yes or No: à¸­à¸¢à¸²à¸à¸£à¸±à¸ à¸à¹‡à¸£à¸±à¸à¹€à¸¥à¸¢,2010,Saratswadee Wongsomphet,Sahamongkol Film,Comedy|Romance,0.0,0.0,0.0,,0.02,7.8,13
The Rig,2010,Peter Atencio,OffSpring Productions|Workshop Films 2,Action|Horror|Science Fiction|Thriller,3.0,0.0,-3.0,-1.0,0.27,4.1,16
All About Evil,2010,Joshua Grannell,Unknown,Horror,0.0,0.0,0.0,,0.11,5.4,10
Holy Rollers,2010,Kevin Asch,Safehouse Pictures|Deerjen Films|Lookbook Films,Crime|Drama|Thriller,0.0,0.0,0.0,,0.25,6.1,17
Break Ke Baad,2010,Danish Aslam,Kunal Kohli Productions|Reliance Big Pictures,Drama|Comedy|Romance|Foreign,0.0,0.43,0.43,,0.09,6.0,11
Gasland,2010,Josh Fox,HBO Documentary Films,Documentary,0.0,0.0,0.0,,0.09,7.0,22
"Fat, Sick & Nearly Dead",2010,Joe Cross|Kurt Engfehr,Unknown,Documentary,0.0,0.0,0.0,,0.07,7.2,36
The Two Escobars,2010,Jeff Zimbalist|Michael Zimbalist,Unknown,Crime|Documentary,0.0,0.0,0.0,,0.1,7.5,12
600 kilos d'or pur,2010,Ã‰ric Besnard,Mandarin Films,Adventure,0.0,0.0,0.0,,0.08,5.1,10
The Encounter,2010,David A.R. White,Unknown,Drama|Family,0.0,0.0,0.0,,0.08,4.9,11
Birdemic: Shock and Terror,2010,James Nguyen,Unknown,Horror|Science Fiction,0.0,0.0,0.0,,0.15,2.1,30
Kevin Hart: Seriously Funny,2010,Shannon Hartman,Unknown,Comedy,0.0,0.0,0.0,,0.15,7.7,37
BearCity,2010,Douglas Langway,TLA Releasing,Comedy|Romance,0.0,0.01,0.01,,0.07,5.5,10
ê³ ì‚¬ ë‘ ë²ˆì§¸ ì´ì•¼ê¸°: êµìƒì‹¤ìŠµ,2010,Seon-dong Yu,Unknown,Horror,0.0,0.0,0.0,,0.07,5.2,13
Action Replayy,2010,Vipul Amrutlal Shah,PVR Cinemas|Hari Om Entertainment Co.|Blockbuster Movie Entertainers,Drama|Comedy|Romance|Foreign,10.0,5.0,-5.0,-0.5,0.03,4.9,11
Veer,2010,Anil Sharma,Unknown,Action|Foreign,1.25,0.0,-1.25,-1.0,0.07,5.0,12
Christmas Cupid,2010,Gil Junger,ABC Family,TV Movie|Fantasy|Comedy|Romance|Family,0.0,0.0,0.0,,0.07,5.1,33
Once Upon a Time in Mumbaai,2010,Milan Luthria,Unknown,Drama|Thriller|Crime,1e-05,0.0,-1e-05,-1.0,0.06,7.0,13
Une Petite zone de turbulences,2010,Alfred Lot,UGC YM,Comedy,0.0,0.0,0.0,,0.07,5.5,10
The Drawn Together Movie: The Movie!,2010,Greg Franklin,Comedy Central|Six Point Harness,Animation|Comedy,0.0,0.0,0.0,,0.23,6.7,23
FRED: The Movie,2010,Clay Weiner,Derf Films|Varsity Pictures,Comedy|Family,0.0,0.0,0.0,,0.06,3.9,17
Strapped,2010,Joseph Graham,TLA Releasing,Drama,0.0,0.0,0.0,,0.06,4.4,11
Lemmy,2010,Greg Olliver|Wes Orshoski,Unknown,Music|Documentary,0.0,0.0,0.0,,0.06,6.9,21
Secretariat,2010,Randall Wallace,Walt Disney Pictures|Fast Track Productions|Mayhem Pictures,Drama,35.0,60.25,25.25,0.72,0.06,6.6,52
What if...,2010,Dallas Jenkins,Unknown,Drama|Comedy|Romance|Family,0.0,0.0,0.0,,0.06,6.5,13
Bill Cunningham New York,2010,Richard Press,First Thought Films,Documentary,0.0,1.34,1.34,,0.05,8.1,16
DC Showcase: Green Arrow,2010,Joaquim Dos Santos,DC Comics|Warner Bros. Animation,Animation|Adventure,0.0,0.0,0.0,,0.05,7.3,19
I Hate Luv Storys,2010,Punit Malhotra,UTV Motion Pictures,Drama|Comedy|Romance|Foreign,0.0,0.0,0.0,,0.05,6.6,27
Tabloid,2010,Errol Morris,Unknown,Documentary,0.0,0.0,0.0,,0.05,6.3,24
Never Sleep Again: The Elm Street Legacy,2010,Daniel Farrands|Andrew Kasch,Unknown,Documentary,0.0,0.0,0.0,,0.05,7.1,15
Louis C.K.: Hilarious,2010,Louis C.K.,Unknown,Comedy,0.0,0.0,0.0,,0.05,7.9,37
Burakku Rokku ShÅ«tÄ,2010,Shinobu Yoshioka,Ordet Studio,Action|Animation|Drama|Fantasy|Thriller,0.0,0.0,0.0,,0.23,6.4,11
The American Matrix - Age Of Deception,2010,B.A. Brooks,Unknown,Documentary,0.005,0.0,-0.005,-1.0,0.01,4.1,11
Boy,2010,Taika Waititi,New Zealand Film Commission|Unison Films|Whenua Films,Drama|Comedy,3e-06,0.0,-3e-06,-1.0,0.03,7.3,26
Cropsey,2010,Joshua Zeman|Barbara Brancaccio,Unknown,Documentary|Horror,0.0,0.04,0.04,,0.03,6.1,31
Il reste du jambon ?,2010,Anne Depetrini,Gaumont,Comedy,0.0,0.0,0.0,,0.04,4.7,19
I'm Here,2010,Spike Jonze,Unknown,Drama,0.0,0.0,0.0,,0.02,7.4,28
A Horrible Way to Die,2010,Adam Wingard,Snowfort Pictures|Site B|Arable Entertainment,Horror|Thriller,0.0,0.0,0.0,,0.01,4.7,12
Into Eternity,2010,Michael Madsen,Unknown,Documentary,0.9,0.0,-0.9,-1.0,0.03,7.6,15
As Melhores Coisas do Mundo,2010,LaÃ­s Bodanzky,Gullane Filmes,Comedy,0.0,0.0,0.0,,0.06,6.4,10
Joan Rivers: A Piece of Work,2010,Ricki Stern|Anne Sundberg,Break Thru Films,Documentary,0.0,0.0,0.0,,0.0,6.5,10
æ’•ç¥¨é¢¨é›²,2010,Venus Keung Kwok-Man|Wong Jing,Unknown,Action|Thriller,0.0,0.0,0.0,,0.0,6.4,12
Fight Club,1999,David Fincher,Regency Enterprises|Fox 2000 Pictures|Taurus Film|Linson Films|Atman Entertainment,Drama,63.0,100.85,37.849999999999994,0.6,8.95,8.1,5923
The Matrix,1999,Lilly Wachowski|Lana Wachowski,Village Roadshow Pictures|Groucho II Film Partnership|Silver Pictures|Warner Bros.,Action|Science Fiction,63.0,463.52,400.52,6.36,7.75,7.8,6351
American Beauty,1999,Sam Mendes,DreamWorks SKG|Jinks/Cohen Company,Drama,15.0,356.3,341.3,22.75,3.56,7.7,1756
Star Wars: Episode I - The Phantom Menace,1999,George Lucas,Lucasfilm,Adventure|Action|Science Fiction,115.0,924.32,809.32,7.04,3.53,6.3,2823
The Mummy,1999,Stephen Sommers,Universal Pictures|Alphaville Films,Adventure|Fantasy|Horror|Action|Thriller,80.0,415.89,335.89,4.2,2.94,6.3,1562
The Green Mile,1999,Frank Darabont,Castle Rock Entertainment|Darkwoods Productions|Warner Bros.,Fantasy|Drama|Crime,60.0,284.6,224.60000000000002,3.74,2.72,8.0,2299
The Sixth Sense,1999,M. Night Shyamalan,Spyglass Entertainment|The Kennedy/Marshall Company|Hollywood Pictures|Barry Mendel Productions,Mystery|Thriller|Drama,40.0,672.81,632.81,15.82,2.58,7.5,1753
The World Is Not Enough,1999,Michael Apted,Eon Productions,Adventure|Action|Thriller,135.0,361.83,226.82999999999998,1.68,2.13,6.0,509
Cruel Intentions,1999,Roger Kumble,Columbia Pictures|Cruel Productions|Newmarket Capital Group,Drama|Romance|Thriller,10.5,75.9,65.4,6.23,2.07,6.5,505
Sleepy Hollow,1999,Tim Burton,Paramount Pictures|American Zoetrope|Mandalay Pictures|Tim Burton Productions|Karol Film Productions,Drama|Fantasy|Thriller|Mystery,100.0,206.07,106.07,1.06,2.07,6.7,932
Tarzan,1999,Chris Buck|Kevin Lima,Walt Disney Pictures,Adventure|Animation|Drama|Family,0.0,0.0,0.0,,1.95,6.9,912
American Pie,1999,Paul Weitz|Chris Weitz,Universal Pictures|Summit Entertainment|Newmarket Capital Group|Zide-Perry Productions,Comedy|Romance,11.0,235.48,224.48,20.41,1.83,6.4,1405
Entrapment,1999,Jon Amiel,Fountainbridge Films|Regency Enterprises,Romance|Drama|Mystery,66.0,212.4,146.4,2.22,1.82,5.9,355
Toy Story 2,1999,John Lasseter|Lee Unkrich|Ash Brannon,Walt Disney Pictures|Pixar Animation Studios,Animation|Comedy|Family,90.0,485.02,395.02,4.39,1.81,7.2,2272
10 Things I Hate About You,1999,Gil Junger,Mad Chance|Jaret Entertainment|Touchstone Pictures,Comedy|Romance|Drama,16.0,53.48,37.48,2.34,1.77,7.2,947
Notting Hill,1999,Roger Michell,Bookshop Productions|Notting Hill Pictures|Working Title Films|Polygram Filmed Entertainment,Comedy,42.0,363.89,321.89,7.66,1.72,6.8,688
Austin Powers: The Spy Who Shagged Me,1999,Jay Roach,New Line Cinema|Eric's Boy,Crime|Adventure|Action|Comedy|Science Fiction,33.0,310.94,277.94,8.42,1.56,6.0,583
Boys Don't Cry,1999,Kimberly Peirce,Fox Searchlight Pictures|The Independent Film Channel Productions|IFC Films|Killer Films|Hart-Sharp Entertainment,Crime|Drama,2.0,11.54,9.54,4.77,1.43,7.0,170
The Insider,1999,Michael Mann,Spyglass Entertainment|Forward Pass|Kaitz Productions|Mann/Roth Productions|Touchstone Pictures,Drama|Thriller,90.0,60.29,-29.71,-0.33,1.43,7.1,249
Galaxy Quest,1999,Dean Parisot,DreamWorks SKG|Gran Via Productions,Comedy|Family|Science Fiction,45.0,90.68,45.68000000000001,1.02,1.35,6.6,406
Eyes Wide Shut,1999,Stanley Kubrick,Hobby Films|Pole Star|Stanley Kubrick Productions|Warner Bros.,Drama,65.0,162.09,97.09,1.49,1.33,6.8,623
Being John Malkovich,1999,Spike Jonze,Gramercy Pictures|Propaganda Films|Single Cell Pictures,Fantasy|Drama|Comedy,13.0,22.86,9.86,0.76,1.33,7.1,607
Analyze This,1999,Harold Ramis,Spring Creek Productions|Warner Bros.|Tribeca Productions|Baltimore Pictures,Comedy|Crime,80.0,176.89,96.88999999999999,1.21,1.32,6.3,260
Stuart Little,1999,Rob Minkoff,Columbia Pictures Corporation|Global Medien KG|Franklin/Waterman Productions,Fantasy,133.0,300.14,167.14,1.26,1.31,5.6,502
The Bone Collector,1999,Phillip Noyce,Universal Pictures|Columbia Pictures Corporation,Drama|Mystery|Thriller|Crime,73.0,151.49,78.49000000000001,1.08,1.25,6.5,463
Wild Wild West,1999,Barry Sonnenfeld,"Todman, Simon, LeMasters Productions|Warner Bros.|Peters Entertainment|Sonnenfeld Josephson Worldwide Entertainment",Action|Adventure|Comedy|Drama|Science Fiction,170.0,222.1,52.099999999999994,0.31,1.22,5.2,626
The 13th Warrior,1999,John McTiernan,Touchstone Pictures,Adventure|Fantasy|Action,160.0,61.7,-98.3,-0.61,1.19,6.2,275
End of Days,1999,Peter Hyams,Beacon Communications,Action|Fantasy|Horror|Mystery,100.0,211.99,111.99000000000001,1.12,1.17,5.4,247
The Cider House Rules,1999,Lasse HallstrÃ¶m,Nina Saxon Film Design|FilmColony|Miramax,Drama,24.0,88.55,64.55,2.69,1.15,6.6,145
The Iron Giant,1999,Brad Bird,Warner Bros. Animation,Adventure|Animation|Family|Fantasy|Science Fiction,70.0,23.16,-46.84,-0.67,1.15,7.5,877
Deep Blue Sea,1999,Renny Harlin,Village Roadshow Pictures|Warner Bros.|Riche-Ludwig Productions|Groucho III Film Partnership,Horror|Action|Thriller|Science Fiction,60.0,73.65,13.650000000000006,0.23,1.14,5.5,336
"South Park: Bigger, Longer & Uncut",1999,Trey Parker,Paramount Pictures|Scott Rudin Productions|Comedy Central|Warner Bros.|Comedy Central Films,Animation|Comedy|Music,21.0,0.0,-21.0,-1.0,1.08,7.0,579
Payback,1999,Paul Abascal|Brian Helgeland,Paramount Pictures|Icon Entertainment International,Drama|Action|Thriller|Crime,90.0,161.63,71.63,0.8,1.05,6.5,305
Runaway Bride,1999,Garry Marshall,Paramount Pictures|Lakeshore Entertainment|Touchstone Pictures|Interscope Communications,Comedy|Romance,70.0,309.46,239.45999999999998,3.42,1.04,5.7,253
She's All That,1999,Robert Iscove,Miramax Films|Tapestry Films|FilmColony,Comedy|Romance,10.0,103.17,93.17,9.32,1.02,5.6,248
Double Jeopardy,1999,Bruce Beresford,Paramount Pictures,Drama|Mystery|Thriller|Crime,70.0,177.84,107.84,1.54,0.99,6.1,144
The Boondock Saints,1999,Troy Duffy,Franchise Pictures|Brood Syndicate|B.D.S. Productions Inc.,Action|Thriller|Crime,6.0,0.03,-5.97,-1.0,0.99,7.1,521
Office Space,1999,Mike Judge,Twentieth Century Fox Film Corporation|Cubicle Inc.,Comedy|Crime,10.0,12.83,2.83,0.28,0.97,7.3,669
The Virgin Suicides,1999,Sofia Coppola,American Zoetrope,Drama|Romance,6.0,10.41,4.41,0.74,0.94,7.0,460
Bicentennial Man,1999,Chris Columbus,Laurence Mark Productions|1492 Pictures|Columbia Pictures Corporation|Touchstone Pictures|Radiant Productions,Comedy|Science Fiction,100.0,93.7,-6.299999999999997,-0.06,0.94,6.7,538
